Unnamed: 0,name,img_url,golden_img_url,type,have_normal,have_golden,is_cropped,skip
3400,Murloc Tidehunter,https://media.hearthpwn.com/avatars/428/151/127455.png,https://media.hearthpwn.com/avatars/428/152/127455.gif,Minion,True,True,True,False
3401,Murmuring Elemental,https://media.hearthpwn.com/avatars/417/230/76971.png,https://media.hearthpwn.com/avatars/417/232/76971.gif,Minion,True,True,True,False
3402,Museum Curator,https://media.hearthpwn.com/avatars/416/9/27250.png,https://media.hearthpwn.com/avatars/416/11/27250.gif,Minion,True,True,True,False
3403,"Nadia, Mankrik's Wife",https://media.hearthpwn.com/avatars/419/582/55655.png,https://media.hearthpwn.com/avatars/419/584/55655.gif,Minion,True,True,True,False
3404,Nat Pagle,https://media.hearthpwn.com/avatars/423/60/19.png,https://media.hearthpwn.com/avatars/423/61/19.gif,Minion,True,True,True,False
3405,"Nat, the Darkfisher",https://media.hearthpwn.com/avatars/423/740/35248.png,https://media.hearthpwn.com/avatars/423/741/35248.gif,Minion,True,True,True,False
3406,Neferset Ritualist,https://media.hearthpwn.com/avatars/421/205/90753.png,https://media.hearthpwn.com/avatars/421/207/90753.gif,Minion,True,True,True,False
3407,Nerub'ar Weblord,https://media.hearthpwn.com/avatars/412/976/7755.png,https://media.hearthpwn.com/avatars/412/978/7755.gif,Minion,True,True,True,False
3408,Nerubian,https://media.hearthpwn.com/avatars/417/815/7823.png,https://media.hearthpwn.com/avatars/417/817/7823.gif,Minion,True,True,True,False
3409,Nerubian,https://media.hearthpwn.com/avatars/417/953/7820.png,https://media.hearthpwn.com/avatars/417/955/7820.gif,Minion,True,True,True,False
3410,Nerubian Egg,https://media.hearthpwn.com/avatars/412/937/7738.png,https://media.hearthpwn.com/avatars/412/939/7738.gif,Minion,True,True,True,False
3411,Nether Imp,https://media.hearthpwn.com/avatars/421/829/55459.png,https://media.hearthpwn.com/avatars/421/831/55459.gif,Minion,True,True,True,False
3412,Netherspite Historian,https://media.hearthpwn.com/avatars/423/226/42039.png,https://media.hearthpwn.com/avatars/423/227/42039.gif,Minion,True,True,True,False
3413,Netherspite Infernal,,,Minion,False,False,False,False
3414,Noblegarden Egg,https://media.hearthpwn.com/avatars/419/345/92036.png,https://media.hearthpwn.com/avatars/419/347/92036.gif,Minion,True,True,True,False
3415,Noblegarden Egg,https://media.hearthpwn.com/avatars/419/585/89744.png,https://media.hearthpwn.com/avatars/419/587/89744.gif,Minion,True,True,True,False
3416,Novice Engineer,https://media.hearthpwn.com/avatars/411/605/435.png,https://media.hearthpwn.com/avatars/411/607/435.gif,Minion,True,True,True,False
3417,Omega Mind,https://media.hearthpwn.com/avatars/426/303/89885.png,https://media.hearthpwn.com/avatars/426/305/89885.gif,Minion,True,True,True,False
3418,One-eyed Cheat,https://media.hearthpwn.com/avatars/426/495/12255.png,https://media.hearthpwn.com/avatars/426/497/12255.gif,Minion,True,True,True,False
3419,Orc Warrior,https://media.hearthpwn.com/avatars/415/949/42182.png,https://media.hearthpwn.com/avatars/415/951/42182.gif,Minion,True,True,True,False
3420,Orc Warrior,https://media.hearthpwn.com/avatars/415/952/42183.png,https://media.hearthpwn.com/avatars/415/954/42183.gif,Minion,True,True,True,False
3421,Panther,https://media.hearthpwn.com/avatars/411/827/190.png,https://media.hearthpwn.com/avatars/411/829/190.gif,Minion,True,True,True,False
3422,Panther Form,https://media.hearthpwn.com/avatars/406/751/22444.png,https://media.hearthpwn.com/avatars/406/753/22444.gif,Minion,True,True,True,False
3423,Paradox,https://media.hearthpwn.com/avatars/412/859/91743.png,https://media.hearthpwn.com/avatars/412/861/91743.gif,Minion,True,True,True,False
3424,Party Banner,https://media.hearthpwn.com/avatars/419/822/52629.png,https://media.hearthpwn.com/avatars/419/824/52629.gif,Minion,True,True,True,False
3425,Patient Assassin,https://media.hearthpwn.com/avatars/412/199/14.png,https://media.hearthpwn.com/avatars/412/201/14.gif,Minion,True,True,True,False
3426,Pint-Sized Summoner,https://media.hearthpwn.com/avatars/411/686/54.png,https://media.hearthpwn.com/avatars/411/688/54.gif,Minion,True,True,True,False
3427,Pirate,https://media.hearthpwn.com/avatars/418/823/22417.png,https://media.hearthpwn.com/avatars/418/825/22417.gif,Minion,True,True,True,False
3428,Plated Beetle,https://media.hearthpwn.com/avatars/417/146/76995.png,https://media.hearthpwn.com/avatars/417/148/76995.gif,Minion,True,True,True,False
3429,Pompous Thespian,https://media.hearthpwn.com/avatars/415/409/42034.png,https://media.hearthpwn.com/avatars/415/411/42034.gif,Minion,True,True,True,False
3430,Primalfin Champion,https://media.hearthpwn.com/avatars/426/951/55565.png,https://media.hearthpwn.com/avatars/426/953/55565.gif,Minion,True,True,True,False
3431,Primalfin Totem,https://media.hearthpwn.com/avatars/425/748/55596.png,https://media.hearthpwn.com/avatars/425/750/55596.gif,Minion,True,True,True,False
3432,Prince Keleseth,https://media.hearthpwn.com/avatars/415/145/58723.png,https://media.hearthpwn.com/avatars/415/147/58723.gif,Minion,True,True,True,False
3433,Public Defender,https://media.hearthpwn.com/avatars/408/506/49732.png,https://media.hearthpwn.com/avatars/408/508/49732.gif,Minion,True,True,True,False
3434,Puddlestomper,https://media.hearthpwn.com/avatars/414/347/12274.png,https://media.hearthpwn.com/avatars/414/349/12274.gif,Minion,True,True,True,False
3435,Pyros,https://media.hearthpwn.com/avatars/425/685/52582.png,https://media.hearthpwn.com/avatars/425/687/52582.gif,Minion,True,True,True,False
3436,Queen of Pain,https://media.hearthpwn.com/avatars/414/182/12283.png,https://media.hearthpwn.com/avatars/414/184/12283.gif,Minion,True,True,True,False
3437,Questing Explorer,https://media.hearthpwn.com/avatars/421/91/90691.png,https://media.hearthpwn.com/avatars/421/93/90691.gif,Minion,True,True,True,False
3438,Quicksand Elemental,https://media.hearthpwn.com/avatars/421/208/90846.png,https://media.hearthpwn.com/avatars/421/210/90846.gif,Minion,True,True,True,False
3439,Radiant Elemental,https://media.hearthpwn.com/avatars/425/694/55543.png,https://media.hearthpwn.com/avatars/425/696/55543.gif,Minion,True,True,True,False
3440,Rakanishu,https://media.hearthpwn.com/avatars/423/930/92331.png,https://media.hearthpwn.com/avatars/423/931/92331.gif,Minion,True,True,True,False
3441,Raptor,https://media.hearthpwn.com/avatars/420/131/90246.png,https://media.hearthpwn.com/avatars/420/133/90246.gif,Minion,True,True,True,False
3442,Rascally Runt,https://media.hearthpwn.com/avatars/416/126/27499.png,https://media.hearthpwn.com/avatars/416/128/27499.gif,Minion,True,True,True,False
3443,Ravasaur Runt,https://media.hearthpwn.com/avatars/425/676/55521.png,https://media.hearthpwn.com/avatars/425/678/55521.gif,Minion,True,True,True,False
3444,Raven Familiar,https://media.hearthpwn.com/avatars/416/927/76885.png,https://media.hearthpwn.com/avatars/416/929/76885.gif,Minion,True,True,True,False
3445,Ravenous Familiar,https://media.hearthpwn.com/avatars/420/770/90408.png,https://media.hearthpwn.com/avatars/420/772/90408.gif,Minion,True,True,True,False
3446,Razorpetal Lasher,https://media.hearthpwn.com/avatars/425/709/55579.png,https://media.hearthpwn.com/avatars/425/711/55579.gif,Minion,True,True,True,False
3447,Recombobulator,https://media.hearthpwn.com/avatars/426/588/12198.png,https://media.hearthpwn.com/avatars/426/590/12198.gif,Minion,True,True,True,False
3448,Redband Wasp,https://media.hearthpwn.com/avatars/413/84/89358.png,https://media.hearthpwn.com/avatars/413/86/89358.gif,Minion,True,True,True,False
3449,River Crocolisk,https://media.hearthpwn.com/avatars/409/778/535.png,https://media.hearthpwn.com/avatars/409/780/535.gif,Minion,True,True,True,False
3450,Rock Elemental,https://media.hearthpwn.com/avatars/408/455/14720.png,https://media.hearthpwn.com/avatars/408/457/14720.gif,Minion,True,True,True,False
3451,Rock Elemental,https://media.hearthpwn.com/avatars/421/751/55480.png,https://media.hearthpwn.com/avatars/421/753/55480.gif,Minion,True,True,True,False
3452,Rockpool Hunter,https://media.hearthpwn.com/avatars/425/721/55574.png,https://media.hearthpwn.com/avatars/425/723/55574.gif,Minion,True,True,True,False
3453,Rockpool Hunter,https://media.hearthpwn.com/avatars/428/259/127527.png,https://media.hearthpwn.com/avatars/428/260/127527.gif,Minion,True,True,True,False
3454,Rumbletusk Breaker,https://media.hearthpwn.com/avatars/420/419/90310.png,https://media.hearthpwn.com/avatars/420/421/90310.gif,Minion,True,True,True,False
3455,Sandstorm Elemental,https://media.hearthpwn.com/avatars/421/94/90801.png,https://media.hearthpwn.com/avatars/421/96/90801.gif,Minion,True,True,True,False
3456,Sandwasp Queen,https://media.hearthpwn.com/avatars/421/421/90713.png,https://media.hearthpwn.com/avatars/421/423/90713.gif,Minion,True,True,True,False
3457,Savage Striker,https://media.hearthpwn.com/avatars/420/89/90154.png,https://media.hearthpwn.com/avatars/420/91/90154.gif,Minion,True,True,True,False
3458,Scarab Beetle,https://media.hearthpwn.com/avatars/415/100/63091.png,https://media.hearthpwn.com/avatars/415/102/63091.gif,Minion,True,True,True,False
3459,Scarab Egg,https://media.hearthpwn.com/avatars/420/338/90263.png,https://media.hearthpwn.com/avatars/420/340/90263.gif,Minion,True,True,True,False
3460,Scarab Form,https://media.hearthpwn.com/avatars/414/713/62915.png,https://media.hearthpwn.com/avatars/414/715/62915.gif,Minion,True,True,True,False
3461,Scavenging Hyena,https://media.hearthpwn.com/avatars/428/221/127499.png,https://media.hearthpwn.com/avatars/428/222/127499.gif,Minion,True,True,True,False
3462,Scavenging Hyena,https://media.hearthpwn.com/avatars/412/202/279.png,https://media.hearthpwn.com/avatars/412/204/279.gif,Minion,True,True,True,False
3463,Scorp-o-matic,https://media.hearthpwn.com/avatars/416/855/77014.png,https://media.hearthpwn.com/avatars/416/857/77014.gif,Minion,True,True,True,False
3464,Serpent Egg,https://media.hearthpwn.com/avatars/421/136/90815.png,https://media.hearthpwn.com/avatars/421/138/90815.gif,Minion,True,True,True,False
3465,Serpent Ward,https://media.hearthpwn.com/avatars/420/2/90289.png,https://media.hearthpwn.com/avatars/420/4/90289.gif,Minion,True,True,True,False
3466,Servant of Siamat,https://media.hearthpwn.com/avatars/423/922/92327.png,https://media.hearthpwn.com/avatars/423/923/92327.gif,Minion,True,True,True,False
3467,Shado-Pan Monk,https://media.hearthpwn.com/avatars/423/792/288.png,https://media.hearthpwn.com/avatars/423/793/288.gif,Minion,True,True,True,False
3468,Shadow Ascendant,https://media.hearthpwn.com/avatars/423/158/62882.png,https://media.hearthpwn.com/avatars/423/159/62882.gif,Minion,True,True,True,False
3469,Shadowboxer,https://media.hearthpwn.com/avatars/414/371/12256.png,https://media.hearthpwn.com/avatars/414/373/12256.gif,Minion,True,True,True,False
3470,Shadowy Figure,https://media.hearthpwn.com/avatars/409/940/90611.png,https://media.hearthpwn.com/avatars/409/942/90611.gif,Minion,True,True,True,False
3471,Sharkfin Fan,https://media.hearthpwn.com/avatars/420/353/90147.png,https://media.hearthpwn.com/avatars/420/355/90147.gif,Minion,True,True,True,False
3472,Sharktoothed Harpooner,https://media.hearthpwn.com/avatars/420/806/90420.png,https://media.hearthpwn.com/avatars/420/808/90420.gif,Minion,True,True,True,False
3473,Shieldbreaker,https://media.hearthpwn.com/avatars/420/398/90290.png,https://media.hearthpwn.com/avatars/420/400/90290.gif,Minion,True,True,True,False
3474,Shielded Minibot,https://media.hearthpwn.com/avatars/414/329/12257.png,https://media.hearthpwn.com/avatars/414/331/12257.gif,Minion,True,True,True,False
3475,Shieldsman,https://media.hearthpwn.com/avatars/419/792/31167.png,https://media.hearthpwn.com/avatars/419/794/31167.gif,Minion,True,True,True,False
3476,Shimmering Tempest,https://media.hearthpwn.com/avatars/421/871/55561.png,https://media.hearthpwn.com/avatars/421/873/55561.gif,Minion,True,True,True,False
3477,Ship's Cannon,https://media.hearthpwn.com/avatars/426/558/12258.png,https://media.hearthpwn.com/avatars/426/560/12258.gif,Minion,True,True,True,False
3478,Shrinkmeister,https://media.hearthpwn.com/avatars/414/161/12197.png,https://media.hearthpwn.com/avatars/414/163/12197.gif,Minion,True,True,True,False
3479,Sinister Squashling,https://media.hearthpwn.com/avatars/419/249/63186.png,https://media.hearthpwn.com/avatars/419/251/63186.gif,Minion,True,True,True,False
3480,Sir Finley of the Sands,https://media.hearthpwn.com/avatars/423/850/90722.png,https://media.hearthpwn.com/avatars/423/851/90722.gif,Minion,True,True,True,False
3481,Slime,https://media.hearthpwn.com/avatars/418/703/35350.png,https://media.hearthpwn.com/avatars/418/705/35350.gif,Minion,True,True,True,False
3482,Slime,https://media.hearthpwn.com/avatars/418/541/35321.png,https://media.hearthpwn.com/avatars/418/543/35321.gif,Minion,True,True,True,False
3483,Slime,https://media.hearthpwn.com/avatars/418/601/35327.png,https://media.hearthpwn.com/avatars/418/603/35327.gif,Minion,True,True,True,False
3484,Slithering Archer,https://media.hearthpwn.com/avatars/423/458/27402.png,https://media.hearthpwn.com/avatars/423/459/27402.gif,Minion,True,True,True,False
3485,Slithering Archer,https://media.hearthpwn.com/avatars/423/460/27403.png,https://media.hearthpwn.com/avatars/423/461/27403.gif,Minion,True,True,True,False
3486,Snowchugger,https://media.hearthpwn.com/avatars/414/134/12230.png,https://media.hearthpwn.com/avatars/414/136/12230.gif,Minion,True,True,True,False
3487,Sorcerer's Apprentice,https://media.hearthpwn.com/avatars/412/361/4.png,https://media.hearthpwn.com/avatars/412/363/4.gif,Minion,True,True,True,False
3488,Soul Juggler,https://media.hearthpwn.com/avatars/428/281/127549.png,https://media.hearthpwn.com/avatars/428/282/127549.gif,Minion,True,True,True,False
3489,Soup Vendor,https://media.hearthpwn.com/avatars/426/867/90202.png,https://media.hearthpwn.com/avatars/426/869/90202.gif,Minion,True,True,True,False
3490,Spark Engine,https://media.hearthpwn.com/avatars/407/483/89927.png,https://media.hearthpwn.com/avatars/407/485/89927.gif,Minion,True,True,True,False
3491,Sparring Partner,https://media.hearthpwn.com/avatars/422/583/22354.png,https://media.hearthpwn.com/avatars/422/584/22354.gif,Minion,True,True,True,False
3492,Spellbook Binder,https://media.hearthpwn.com/avatars/410/12/90662.png,https://media.hearthpwn.com/avatars/410/14/90662.gif,Minion,True,True,True,False
3493,Spellshifter,https://media.hearthpwn.com/avatars/426/453/89401.png,https://media.hearthpwn.com/avatars/426/455/89401.gif,Minion,True,True,True,False
3494,Spellshifter,https://media.hearthpwn.com/avatars/413/198/89489.png,https://media.hearthpwn.com/avatars/413/200/89489.gif,Minion,True,True,True,False
3495,Spellzerker,https://media.hearthpwn.com/avatars/420/182/90292.png,https://media.hearthpwn.com/avatars/420/184/90292.gif,Minion,True,True,True,False
3496,Spider Form,https://media.hearthpwn.com/avatars/414/710/62914.png,https://media.hearthpwn.com/avatars/414/712/62914.gif,Minion,True,True,True,False
3497,Spirit of the Bat,https://media.hearthpwn.com/avatars/420/113/90149.png,https://media.hearthpwn.com/avatars/420/115/90149.gif,Minion,True,True,True,False
3498,Spirit of the Dragonhawk,https://media.hearthpwn.com/avatars/420/203/90178.png,https://media.hearthpwn.com/avatars/420/205/90178.gif,Minion,True,True,True,False
3499,Spirit Wolf,https://media.hearthpwn.com/avatars/412/424/451.png,https://media.hearthpwn.com/avatars/412/426/451.gif,Minion,True,True,True,False
3500,Spitting Camel,https://media.hearthpwn.com/avatars/421/169/90849.png,https://media.hearthpwn.com/avatars/421/171/90849.gif,Minion,True,True,True,False
3501,Squashling,https://media.hearthpwn.com/avatars/413/477/89435.png,https://media.hearthpwn.com/avatars/413/479/89435.gif,Minion,True,True,True,False
3502,Steamwheedle Sniper,https://media.hearthpwn.com/avatars/426/570/12242.png,https://media.hearthpwn.com/avatars/426/572/12242.gif,Minion,True,True,True,False
3503,Steel Rattler,https://media.hearthpwn.com/avatars/407/648/89976.png,https://media.hearthpwn.com/avatars/407/650/89976.gif,Minion,True,True,True,False
3504,Stone Golem,https://media.hearthpwn.com/avatars/417/545/77260.png,https://media.hearthpwn.com/avatars/417/547/77260.gif,Minion,True,True,True,False
3505,Stonesplinter Trogg,https://media.hearthpwn.com/avatars/426/546/12266.png,https://media.hearthpwn.com/avatars/426/548/12266.gif,Minion,True,True,True,False
3506,Stubborn Gastropod,https://media.hearthpwn.com/avatars/425/766/55532.png,https://media.hearthpwn.com/avatars/425/768/55532.gif,Minion,True,True,True,False
3507,Stubborn Gastropod,https://media.hearthpwn.com/avatars/415/28/63074.png,https://media.hearthpwn.com/avatars/415/30/63074.gif,Minion,True,True,True,False
3508,Sunfury Protector,https://media.hearthpwn.com/avatars/411/671/372.png,https://media.hearthpwn.com/avatars/411/673/372.gif,Minion,True,True,True,False
3509,Sunreaver Spy,https://media.hearthpwn.com/avatars/426/372/90643.png,https://media.hearthpwn.com/avatars/426/374/90643.gif,Minion,True,True,True,False
3510,Susie Sizzlesong,https://media.hearthpwn.com/avatars/415/979/42069.png,https://media.hearthpwn.com/avatars/415/981/42069.gif,Minion,True,True,True,False
3511,Tainted Zealot,https://media.hearthpwn.com/avatars/415/196/62951.png,https://media.hearthpwn.com/avatars/415/198/62951.gif,Minion,True,True,True,False
3512,Temple Berserker,https://media.hearthpwn.com/avatars/421/178/90812.png,https://media.hearthpwn.com/avatars/421/180/90812.gif,Minion,True,True,True,False
3513,Temporal Anomaly,https://media.hearthpwn.com/avatars/419/966/89793.png,https://media.hearthpwn.com/avatars/419/968/89793.gif,Minion,True,True,True,False
3514,Terrible Tank,https://media.hearthpwn.com/avatars/415/217/63115.png,https://media.hearthpwn.com/avatars/415/219/63115.gif,Minion,True,True,True,False
3515,Thoras Trollbane,https://media.hearthpwn.com/avatars/415/58/63079.png,https://media.hearthpwn.com/avatars/415/60/63079.gif,Minion,True,True,True,False
3516,Tiny Knight of Evil,https://media.hearthpwn.com/avatars/406/667/22386.png,https://media.hearthpwn.com/avatars/406/669/22386.gif,Minion,True,True,True,False
3517,Tortollan Forager,https://media.hearthpwn.com/avatars/421/655/55547.png,https://media.hearthpwn.com/avatars/421/657/55547.gif,Minion,True,True,True,False
3518,Totem Golem,https://media.hearthpwn.com/avatars/406/790/22265.png,https://media.hearthpwn.com/avatars/406/792/22265.gif,Minion,True,True,True,False
3519,Toxicologist,https://media.hearthpwn.com/avatars/407/177/89923.png,https://media.hearthpwn.com/avatars/407/179/89923.gif,Minion,True,True,True,False
3520,Treant,https://media.hearthpwn.com/avatars/412/442/337.png,https://media.hearthpwn.com/avatars/412/444/337.gif,Minion,True,True,True,False
3521,Treant,https://media.hearthpwn.com/avatars/412/571/77040.png,https://media.hearthpwn.com/avatars/412/573/77040.gif,Minion,True,True,True,False
3522,Treant,https://media.hearthpwn.com/avatars/412/295/181.png,https://media.hearthpwn.com/avatars/412/297/181.gif,Minion,True,True,True,False
3523,Treant,https://media.hearthpwn.com/avatars/412/985/7766.png,https://media.hearthpwn.com/avatars/412/987/7766.gif,Minion,True,True,True,False
3524,Treant,https://media.hearthpwn.com/avatars/410/63/90985.png,https://media.hearthpwn.com/avatars/410/65/90985.gif,Minion,True,True,True,False
3525,Treant,https://media.hearthpwn.com/avatars/413/366/89392.png,https://media.hearthpwn.com/avatars/413/368/89392.gif,Minion,True,True,True,False
3526,Treant,https://media.hearthpwn.com/avatars/421/40/92222.png,https://media.hearthpwn.com/avatars/421/42/92222.gif,Minion,True,True,True,False
3527,Treant,https://media.hearthpwn.com/avatars/411/815/272.png,https://media.hearthpwn.com/avatars/411/817/272.gif,Minion,True,True,True,False
3528,Trogg Beastrager,https://media.hearthpwn.com/avatars/422/727/49660.png,https://media.hearthpwn.com/avatars/422/728/49660.gif,Minion,True,True,True,False
3529,Tuskarr Fisherman,https://media.hearthpwn.com/avatars/423/154/62937.png,https://media.hearthpwn.com/avatars/423/155/62937.gif,Minion,True,True,True,False
3530,Twilight Geomancer,https://media.hearthpwn.com/avatars/423/692/35202.png,https://media.hearthpwn.com/avatars/423/693/35202.gif,Minion,True,True,True,False
3531,Twisted Worgen,https://media.hearthpwn.com/avatars/418/592/35223.png,https://media.hearthpwn.com/avatars/418/594/35223.gif,Minion,True,True,True,False
3532,Underbelly Angler,https://media.hearthpwn.com/avatars/409/952/90648.png,https://media.hearthpwn.com/avatars/409/954/90648.gif,Minion,True,True,True,False
3533,Underbelly Fence,https://media.hearthpwn.com/avatars/410/324/90565.png,https://media.hearthpwn.com/avatars/410/326/90565.gif,Minion,True,True,True,False
3534,Undercity Huckster,https://media.hearthpwn.com/avatars/423/734/33135.png,https://media.hearthpwn.com/avatars/423/735/33135.gif,Minion,True,True,True,False
3535,Undercity Valiant,https://media.hearthpwn.com/avatars/422/521/22371.png,https://media.hearthpwn.com/avatars/422/522/22371.gif,Minion,True,True,True,False
3536,Undercover Reporter,https://media.hearthpwn.com/avatars/407/597/89959.png,https://media.hearthpwn.com/avatars/407/599/89959.gif,Minion,True,True,True,False
3537,Understudy,https://media.hearthpwn.com/avatars/418/58/7860.png,https://media.hearthpwn.com/avatars/418/60/7860.gif,Minion,True,True,True,False
3538,Understudy,https://media.hearthpwn.com/avatars/419/432/55654.png,https://media.hearthpwn.com/avatars/419/434/55654.gif,Minion,True,True,True,False
3539,Unpowered Mauler,https://media.hearthpwn.com/avatars/407/189/89922.png,https://media.hearthpwn.com/avatars/407/191/89922.gif,Minion,True,True,True,False
3540,Unstable Ghoul,https://media.hearthpwn.com/avatars/426/438/7757.png,https://media.hearthpwn.com/avatars/426/440/7757.gif,Minion,True,True,True,False
3541,Upgradeable Framebot,https://media.hearthpwn.com/avatars/407/330/89801.png,https://media.hearthpwn.com/avatars/407/332/89801.gif,Minion,True,True,True,False
3542,Vault Safe,https://media.hearthpwn.com/avatars/428/213/127495.png,https://media.hearthpwn.com/avatars/428/214/127495.gif,Minion,True,True,True,False
3543,Vault Safe,https://media.hearthpwn.com/avatars/410/9/90979.png,https://media.hearthpwn.com/avatars/410/11/90979.gif,Minion,True,True,True,False
3544,Venomizer,https://media.hearthpwn.com/avatars/407/138/89921.png,https://media.hearthpwn.com/avatars/407/140/89921.gif,Minion,True,True,True,False
3545,Vicious Scalehide,https://media.hearthpwn.com/avatars/413/72/89444.png,https://media.hearthpwn.com/avatars/413/74/89444.gif,Minion,True,True,True,False
3546,Vicious Scalehide,https://media.hearthpwn.com/avatars/415/43/91883.png,https://media.hearthpwn.com/avatars/415/45/91883.gif,Minion,True,True,True,False
3547,Vicious Scraphound,https://media.hearthpwn.com/avatars/410/414/90658.png,https://media.hearthpwn.com/avatars/410/416/90658.gif,Minion,True,True,True,False
3548,Vilefiend,https://media.hearthpwn.com/avatars/421/427/90778.png,https://media.hearthpwn.com/avatars/421/429/90778.gif,Minion,True,True,True,False
3549,Vitality Totem,https://media.hearthpwn.com/avatars/414/260/12259.png,https://media.hearthpwn.com/avatars/414/262/12259.gif,Minion,True,True,True,False
3550,Void Analyst,https://media.hearthpwn.com/avatars/407/408/89886.png,https://media.hearthpwn.com/avatars/407/410/89886.gif,Minion,True,True,True,False
3551,Volatile Elemental,https://media.hearthpwn.com/avatars/425/772/55550.png,https://media.hearthpwn.com/avatars/425/774/55550.gif,Minion,True,True,True,False
3552,Vulgar Homunculus,https://media.hearthpwn.com/avatars/416/693/76925.png,https://media.hearthpwn.com/avatars/416/695/76925.gif,Minion,True,True,True,False
3553,Wanda Wonderhooves,https://media.hearthpwn.com/avatars/415/976/42068.png,https://media.hearthpwn.com/avatars/415/978/42068.gif,Minion,True,True,True,False
3554,Waterboy,https://media.hearthpwn.com/avatars/420/320/90175.png,https://media.hearthpwn.com/avatars/420/322/90175.gif,Minion,True,True,True,False
3555,Whirliglider,https://media.hearthpwn.com/avatars/426/285/89919.png,https://media.hearthpwn.com/avatars/426/287/89919.gif,Minion,True,True,True,False
3556,Whirling Ash,https://media.hearthpwn.com/avatars/408/416/14705.png,https://media.hearthpwn.com/avatars/408/418/14705.gif,Minion,True,True,True,False
3557,Whirling Zap-o-matic,https://media.hearthpwn.com/avatars/414/254/12231.png,https://media.hearthpwn.com/avatars/414/256/12231.gif,Minion,True,True,True,False
3558,Whirlkick Master,https://media.hearthpwn.com/avatars/421/253/90745.png,https://media.hearthpwn.com/avatars/421/255/90745.gif,Minion,True,True,True,False
3559,Wild Pyromancer,https://media.hearthpwn.com/avatars/423/562/25.png,https://media.hearthpwn.com/avatars/423/563/25.gif,Minion,True,True,True,False
3560,Wily Runt,https://media.hearthpwn.com/avatars/416/129/27500.png,https://media.hearthpwn.com/avatars/416/131/27500.gif,Minion,True,True,True,False
3561,Wrathguard,https://media.hearthpwn.com/avatars/422/513/22304.png,https://media.hearthpwn.com/avatars/422/514/22304.gif,Minion,True,True,True,False
3562,Wyrmrest Agent,https://media.hearthpwn.com/avatars/422/641/22398.png,https://media.hearthpwn.com/avatars/422/642/22398.gif,Minion,True,True,True,False
3563,Youthful Brewmaster,https://media.hearthpwn.com/avatars/411/659/247.png,https://media.hearthpwn.com/avatars/411/661/247.gif,Minion,True,True,True,False
3564,"Zayle, Shadow Cloak",https://media.hearthpwn.com/avatars/410/441/90679.png,https://media.hearthpwn.com/avatars/410/443/90679.gif,Minion,True,True,True,False
3565,Zephrys the Great,https://media.hearthpwn.com/avatars/421/4/90825.png,https://media.hearthpwn.com/avatars/421/6/90825.gif,Minion,True,True,True,False
3566,. . .,https://media.hearthpwn.com/avatars/414/104/89713.png,https://media.hearthpwn.com/avatars/414/106/89713.gif,Hero Power,True,True,True,False
3567,Arcane Infusion,https://media.hearthpwn.com/avatars/417/665/77302.png,https://media.hearthpwn.com/avatars/417/667/77302.gif,Hero Power,True,True,True,False
3568,Beast Within,https://media.hearthpwn.com/avatars/414/11/89683.png,https://media.hearthpwn.com/avatars/414/13/89683.gif,Hero Power,True,True,True,False
3569,Belch,https://media.hearthpwn.com/avatars/424/148/92513.png,https://media.hearthpwn.com/avatars/424/149/92513.gif,Hero Power,True,True,True,False
3570,Blackwing,https://media.hearthpwn.com/avatars/408/83/14530.png,https://media.hearthpwn.com/avatars/408/85/14530.gif,Hero Power,True,True,True,False
3571,Blackwing,https://media.hearthpwn.com/avatars/408/86/14531.png,https://media.hearthpwn.com/avatars/408/88/14531.gif,Hero Power,True,True,True,False
3572,Bloodthirst,https://media.hearthpwn.com/avatars/413/882/89640.png,https://media.hearthpwn.com/avatars/413/884/89640.gif,Hero Power,True,True,True,False
3573,Bloodthirst,https://media.hearthpwn.com/avatars/418/931/91930.png,https://media.hearthpwn.com/avatars/418/933/91930.gif,Hero Power,True,True,True,False
3574,Brick by Brick,https://media.hearthpwn.com/avatars/428/117/127426.png,https://media.hearthpwn.com/avatars/428/118/127426.gif,Hero Power,True,True,True,False
3575,Brick by Brick,https://media.hearthpwn.com/avatars/424/184/92534.png,https://media.hearthpwn.com/avatars/424/185/92534.gif,Hero Power,True,True,True,False
3576,Bubble Blower,https://media.hearthpwn.com/avatars/425/655/92846.png,https://media.hearthpwn.com/avatars/425/657/92846.gif,Hero Power,True,True,True,False
3577,Bulldoze,https://media.hearthpwn.com/avatars/413/933/89657.png,https://media.hearthpwn.com/avatars/413/935/89657.gif,Hero Power,True,True,True,False
3578,Burning Wit,https://media.hearthpwn.com/avatars/411/452/91526.png,https://media.hearthpwn.com/avatars/411/454/91526.gif,Hero Power,True,True,True,False
3579,Burst of Light,https://media.hearthpwn.com/avatars/424/532/92745.png,https://media.hearthpwn.com/avatars/424/533/92745.gif,Hero Power,True,True,True,False
3580,Call of the Raven,https://media.hearthpwn.com/avatars/413/906/89648.png,https://media.hearthpwn.com/avatars/413/908/89648.gif,Hero Power,True,True,True,False
3581,Castle,https://media.hearthpwn.com/avatars/423/278/42253.png,https://media.hearthpwn.com/avatars/423/279/42253.gif,Hero Power,True,True,True,False
3582,Cavalry of E.V.I.L.,https://media.hearthpwn.com/avatars/424/432/92683.png,https://media.hearthpwn.com/avatars/424/433/92683.gif,Hero Power,True,True,True,False
